Detailed Statistics Departures  
Origin Airport: San Francisco, CA: San Francisco International (SFO)
Airline: United Airlines Inc. (UA)
Month(s): December
Day(s): 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2022

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes)
"UA","12/29/2022","0753","N37419","ATL","10:45","13:05","282","273","140"
"UA","12/29/2022","0762","N47533","IAH","11:02","11:16","235","266","14"
"UA","12/29/2022","0793","N39463","ORD","08:30","08:32","264","268","2"
"UA","12/29/2022","1041","N78438","SAN","08:25","08:21","103","91","-4"
"UA","12/29/2022","1049","N850UA","RNO","18:47","18:41","64","59","-6"
"UA","12/29/2022","1082","N27520","LAX","16:10","16:08","96","86","-2"
"UA","12/29/2022","1111","N76523","LIH","08:33","08:41","361","354","8"
"UA","12/29/2022","1115","N67846","DEN","14:28","15:01","155","143","33"
"UA","12/29/2022","1124","N459UA","MCI","18:35","18:48","204","199","13"
"UA","12/29/2022","1167","N850UA","MSP","08:35","08:29","220","230","-6"
"UA","12/29/2022","1175","N2639U","HNL","09:15","09:24","338","329","9"
"UA","12/29/2022","1200","N493UA","LAX","18:45","19:03","96","83","18"
"UA","12/29/2022","1204","N418UA","PIT","22:18","22:47","290","286","29"
"UA","12/29/2022","1216","N27477","DEN","18:45","18:41","156","148","-4"
"UA","12/29/2022","1248","N39475","ORD","06:30","06:22","261","245","-8"
"UA","12/29/2022","1273","N77537","OGG","11:13","11:21","348","400","8"
"UA","12/29/2022","1411","N76010","EWR","07:00","06:59","314","319","-1"
"UA","12/29/2022","1428","N17133","EWR","14:30","19:27","333","311","297"
"UA","12/29/2022","1435","N62896","IAH","14:44","14:46","230","246","2"
"UA","12/29/2022","1442","N2748U","EWR","08:30","08:41","320","317","11"
"UA","12/29/2022","1509","N219UA","HNL","16:40","17:16","338","325","36"
"UA","12/29/2022","1513","N76515","SNA","10:57","10:55","97","99","-2"
"UA","12/29/2022","1559","N68880","PDX","19:10","19:23","114","108","13"
"UA","12/29/2022","1594","N877UA","SNA","16:42","17:03","93","86","21"
"UA","12/29/2022","1620","N849UA","OMA","18:36","18:48","198","188","12"
"UA","12/29/2022","1665","N12125","BOS","23:30","23:30","337","325","0"
"UA","12/29/2022","1684","N77542","LIH","18:50","18:49","354","339","-1"
"UA","12/29/2022","1721","N773UA","KOA","09:05","09:08","331","326","3"
"UA","12/29/2022","1723","N774UA","KOA","16:45","16:44","329","309","-1"
"UA","12/29/2022","1745","","IAH","13:06","00:00","234","0","0"
"UA","12/29/2022","1749","N214UA","OGG","16:59","17:19","332","311","20"
"UA","12/29/2022","1761","N66897","IAD","23:23","23:42","307","295","19"
"UA","12/29/2022","1770","N895UA","CMH","22:35","22:33","276","280","-2"
"UA","12/29/2022","1788","N833UA","PSP","13:17","13:17","95","86","0"
"UA","12/29/2022","1823","N496UA","DEN","16:08","16:25","152","139","17"
"UA","12/29/2022","1825","N47505","DFW","13:25","13:20","214","192","-5"
"UA","12/29/2022","1826","N210UA","DEN","08:40","08:57","156","164","17"
"UA","12/29/2022","1852","N779UA","OGG","09:05","09:24","331","327","19"
"UA","12/29/2022","1893","N39423","IND","22:59","23:00","257","250","1"
"UA","12/29/2022","1914","N213UA","ORD","22:55","23:06","248","237","11"
"UA","12/29/2022","1927","N37437","ORD","05:15","05:11","262","248","-4"
"UA","12/29/2022","1942","N68836","PDX","10:45","10:50","118","127","5"
"UA","12/29/2022","1947","N37534","ORD","18:13","18:08","254","241","-5"
"UA","12/29/2022","1950","N68823","IAH","18:52","18:55","229","275","3"
"UA","12/29/2022","1953","N37474","SEA","20:05","21:27","147","128","82"
"UA","12/29/2022","1954","N78511","DCA","08:47","09:08","311","324","21"
"UA","12/29/2022","1986","N77539","SEA","08:25","08:20","147","136","-5"
"UA","12/29/2022","1997","N36272","AUS","08:43","08:50","218","213","7"
"UA","12/29/2022","2002","N27903","IAD","13:00","12:56","292","287","-4"
"UA","12/29/2022","2005","N496UA","BZN","09:26","09:31","142","156","5"
"UA","12/29/2022","2011","N47533","IAH","00:29","00:27","224","228","-2"
"UA","12/29/2022","2027","N839UA","PHX","10:32","10:32","124","107","0"
"UA","12/29/2022","2032","N2251U","IAD","08:30","08:34","295","287","4"
"UA","12/29/2022","2034","N73259","LAX","22:35","23:35","84","77","60"
"UA","12/29/2022","2037","N21108","TPA","09:10","09:26","308","322","16"
"UA","12/29/2022","2041","N37523","SAN","12:58","13:01","99","88","3"
"UA","12/29/2022","2047","N443UA","SNA","18:53","18:52","92","84","-1"
"UA","12/29/2022","2059","N14001","EWR","22:40","23:48","311","298","68"
"UA","12/29/2022","2097","N217UA","EWR","21:00","20:58","312","305","-2"
"UA","12/29/2022","2102","N37531","TPA","22:50","23:23","306","316","33"
"UA","12/29/2022","2169","N438UA","PHX","19:10","19:42","123","99","32"
"UA","12/29/2022","2187","N12125","BOS","08:25","08:21","337","344","-4"
"UA","12/29/2022","2247","N21108","IAD","22:35","23:37","307","298","62"
"UA","12/29/2022","2296","N63890","IAH","07:47","07:45","233","224","-2"
"UA","12/29/2022","2319","N12114","EWR","10:45","11:13","334","351","28"
"UA","12/29/2022","2327","N76288","AUS","23:59","23:58","209","209","-1"
"UA","12/29/2022","2329","N69847","LAS","08:47","08:47","102","93","0"
"UA","12/29/2022","2337","N77544","BOS","12:55","13:03","336","312","8"
"UA","12/29/2022","2341","N14120","BOS","10:45","15:36","339","314","291"
"UA","12/29/2022","2356","N497UA","AUS","16:35","16:46","212","237","11"
"UA","12/29/2022","2366","N63820","LAS","22:35","22:36","98","87","1"
"UA","12/29/2022","2368","N37273","DEN","12:55","12:58","157","152","3"
"UA","12/29/2022","2377","N37525","DEN","06:34","06:33","159","178","-1"
"UA","12/29/2022","2380","N57016","HNL","10:55","11:02","338","336","7"
"UA","12/29/2022","2384","N36247","CLE","23:01","23:00","283","268","-1"
"UA","12/29/2022","2396","N47517","BNA","11:06","12:03","261","263","57"
"UA","12/29/2022","2412","N844UA","DFW","10:30","11:29","217","225","59"
"UA","12/29/2022","2419","N218UA","EWR","12:00","12:32","319","325","32"
"UA","12/29/2022","2423","N2534U","EWR","23:50","00:22","311","310","32"
"UA","12/29/2022","2426","N74856","DEN","05:00","05:11","154","176","11"
"UA","12/29/2022","2447","N813UA","EUG","10:40","11:08","103","112","28"
"UA","12/29/2022","2451","N66841","IAH","09:08","09:17","235","258","9"
"UA","12/29/2022","2458","N36247","LAS","16:50","17:31","99","82","41"
"UA","12/29/2022","2464","N479UA","LAX","10:35","10:32","95","84","-3"
"UA","12/29/2022","2481","N493UA","LAX","13:30","13:26","95","78","-4"
"UA","12/29/2022","2482","N37525","FLL","22:53","22:59","329","330","6"
"UA","12/29/2022","2484","N784UA","MCO","09:00","09:14","309","319","14"
"UA","12/29/2022","2600","N37531","MIA","08:37","08:36","333","375","-1"
"UA","12/29/2022","2602","N839UA","PDX","16:55","17:20","114","107","25"
"UA","12/29/2022","2612","N37537","SEA","12:43","12:40","138","140","-3"
"UA","12/29/2022","2617","N414UA","LAX","08:25","08:23","101","91","-2"
"UA","12/29/2022","2626","N37510","IAD","16:52","16:48","302","286","-4"
"UA","12/29/2022","2628","N822UA","PSP","08:35","09:26","102","105","51"
"UA","12/29/2022","2630","N78511","PHL","23:04","23:10","323","313","6"
"UA","12/29/2022","2640","N77865","ORD","10:36","10:36","259","257","0"
"UA","12/29/2022","2641","N36272","SAN","18:45","18:37","98","118","-8"
"UA","12/29/2022","2644","N78448","RDU","09:10","09:12","310","321","2"
"UA","12/29/2022","2655","N37535","MSY","10:35","10:32","245","247","-3"
"UA","12/29/2022","2656","N67812","SAN","22:35","22:54","101","88","19"
"UA","12/29/2022","2678","N77542","LAS","13:09","13:00","100","89","-9"
"UA","12/29/2022","2680","N428UA","SNA","13:25","13:25","96","87","0"
"UA","12/29/2022","2682","N852UA","BUR","10:45","10:42","84","72","-3"
"UA","12/30/2022","0190","N77544","HNL","18:55","18:55","349","341","0"
"UA","12/30/2022","0221","N67501","MCO","23:08","00:35","315","305","87"
"UA","12/30/2022","0300","N779UA","HNL","13:10","13:14","336","342","4"
"UA","12/30/2022","0372","N33294","PHX","16:38","17:29","123","112","51"
"UA","12/30/2022","0436","N47533","BWI","22:59","00:29","312","290","90"
"UA","12/30/2022","0447","N66841","SEA","16:10","16:44","144","130","34"
"UA","12/30/2022","0451","N66893","ORD","14:00","18:58","258","231","298"
"UA","12/30/2022","0476","N768UA","ORD","23:55","00:08","246","228","13"
"UA","12/30/2022","0487","N37502","IAD","10:50","11:20","304","298","30"
"UA","12/30/2022","0505","N774UA","IAH","23:55","00:48","222","214","53"
"UA","12/30/2022","0568","N76517","DEN","11:00","11:07","162","149","7"
"UA","12/30/2022","0574","N834UA","SAT","18:32","20:17","207","198","105"
"UA","12/30/2022","0583","N69826","IAH","05:15","05:10","233","216","-5"
"UA","12/30/2022","0605","N879UA","PDX","07:34","07:31","114","116","-3"
"UA","12/30/2022","0611","N33264","SBA","10:50","10:57","79","92","7"
"UA","12/30/2022","0683","N426UA","EUG","19:00","19:31","100","109","31"
"UA","12/30/2022","0693","N833UA","ABQ","11:13","11:08","148","186","-5"
"UA","12/30/2022","0729","N39423","ORD","16:44","17:40","250","242","56"
"UA","12/30/2022","0753","N37413","ATL","10:45","14:04","282","263","199"
"UA","12/30/2022","0762","N39418","IAH","11:02","12:12","235","231","70"
"UA","12/30/2022","0793","N78448","ORD","08:30","08:33","264","247","3"
"UA","12/30/2022","1041","N37474","SAN","08:25","08:33","103","75","8"
"UA","12/30/2022","1049","N892UA","RNO","18:47","18:41","64","62","-6"
"UA","12/30/2022","1082","N27539","LAX","16:10","16:38","96","94","28"
"UA","12/30/2022","1111","N77537","LIH","08:33","08:30","361","349","-3"
"UA","12/30/2022","1115","N37514","DEN","14:28","15:03","155","141","35"
"UA","12/30/2022","1124","N416UA","MCI","18:35","18:34","204","199","-1"
"UA","12/30/2022","1167","N834UA","MSP","08:35","09:00","220","220","25"
"UA","12/30/2022","1175","N2846U","HNL","09:15","09:37","338","322","22"
"UA","12/30/2022","1200","N87512","LAX","18:50","23:21","96","70","271"
"UA","12/30/2022","1204","N475UA","PIT","22:18","22:20","290","287","2"
"UA","12/30/2022","1216","N489UA","DEN","18:45","18:34","156","143","-11"
"UA","12/30/2022","1248","N74856","ORD","06:30","06:41","257","279","11"
"UA","12/30/2022","1257","N897UA","SMF","22:47","23:08","48","51","21"
"UA","12/30/2022","1273","N77520","OGG","11:13","11:23","348","428","10"
"UA","12/30/2022","1411","N57016","EWR","07:00","07:04","314","315","4"
"UA","12/30/2022","1428","N12125","EWR","14:30","15:47","333","302","77"
"UA","12/30/2022","1435","N61886","IAH","14:44","15:11","230","207","27"
"UA","12/30/2022","1442","N2138U","EWR","08:30","08:39","320","306","9"
"UA","12/30/2022","1509","N215UA","HNL","16:40","17:40","338","327","60"
"UA","12/30/2022","1513","N438UA","SNA","10:57","11:06","97","92","9"
"UA","12/30/2022","1559","N75429","PDX","19:10","19:12","114","105","2"
"UA","12/30/2022","1594","N897UA","SNA","16:42","18:05","93","92","83"
"UA","12/30/2022","1620","N803UA","OMA","18:36","20:37","198","174","121"
"UA","12/30/2022","1665","N27520","BOS","22:35","00:07","337","323","92"
"UA","12/30/2022","1684","N77542","LIH","18:50","20:09","354","353","79"
"UA","12/30/2022","1721","N774UA","KOA","09:05","09:17","331","330","12"
"UA","12/30/2022","1723","N780UA","KOA","16:45","16:50","329","317","5"
"UA","12/30/2022","1745","N69847","IAH","13:06","13:56","234","206","50"
"UA","12/30/2022","1749","N769UA","OGG","16:59","17:17","332","337","18"
"UA","12/30/2022","1761","N68452","IAD","23:23","00:13","307","298","50"
"UA","12/30/2022","1770","N4888U","CMH","23:00","23:59","274","259","59"
"UA","12/30/2022","1788","N803UA","PSP","13:17","15:38","95","83","141"
"UA","12/30/2022","1823","N443UA","DEN","16:08","18:30","152","138","142"
"UA","12/30/2022","1825","N67501","DFW","13:25","13:24","214","200","-1"
"UA","12/30/2022","1826","N772UA","DEN","08:40","10:01","156","130","81"
"UA","12/30/2022","1852","N214UA","OGG","09:05","09:37","331","314","32"
"UA","12/30/2022","1893","N62892","IND","22:40","00:01","257","239","81"
"UA","12/30/2022","1914","N214UA","ORD","22:55","23:56","248","223","61"
"UA","12/30/2022","1927","N37535","ORD","05:15","05:13","262","254","-2"
"UA","12/30/2022","1942","N39423","PDX","10:45","10:57","118","133","12"
"UA","12/30/2022","1947","N37534","ORD","18:13","18:53","254","230","40"
"UA","12/30/2022","1950","N68834","IAH","18:52","19:37","229","208","45"
"UA","12/30/2022","1953","N66825","SEA","20:05","21:59","147","131","114"
"UA","12/30/2022","1954","N76526","DCA","08:25","09:16","311","311","51"
"UA","12/30/2022","1986","N76515","SEA","08:25","08:24","147","141","-1"
"UA","12/30/2022","1997","N77542","AUS","08:43","08:47","218","192","4"
"UA","12/30/2022","2002","N29907","IAD","13:00","13:19","292","295","19"
"UA","12/30/2022","2005","N443UA","BZN","09:26","09:21","142","126","-5"
"UA","12/30/2022","2011","N78002","IAH","00:29","00:44","214","205","15"
"UA","12/30/2022","2027","N897UA","PHX","10:32","11:28","124","135","56"
"UA","12/30/2022","2032","N2749U","IAD","08:30","09:07","295","278","37"
"UA","12/30/2022","2034","N37545","LAX","22:35","00:54","84","73","139"
"UA","12/30/2022","2035","N37525","RSW","13:15","13:15","318","329","0"
"UA","12/30/2022","2037","N17104","TPA","09:10","09:12","308","309","2"
"UA","12/30/2022","2041","N77544","SAN","12:58","12:55","99","81","-3"
"UA","12/30/2022","2047","N463UA","SNA","18:53","20:05","92","91","72"
"UA","12/30/2022","2059","N16009","EWR","22:40","22:40","311","290","0"
"UA","12/30/2022","2097","N224UA","EWR","21:00","21:38","312","284","38"
"UA","12/30/2022","2102","N47414","TPA","22:50","00:36","306","287","106"
"UA","12/30/2022","2169","N17529","PHX","19:10","20:01","123","106","51"
"UA","12/30/2022","2187","N33103","BOS","08:25","08:27","337","321","2"
"UA","12/30/2022","2247","N17104","IAD","22:35","23:17","307","286","42"
"UA","12/30/2022","2296","N17529","IAH","07:47","07:45","233","220","-2"
"UA","12/30/2022","2319","N19136","EWR","10:45","11:06","334","363","21"
"UA","12/30/2022","2327","N36272","AUS","23:59","00:39","209","201","40"
"UA","12/30/2022","2329","N63820","LAS","08:47","08:42","102","83","-5"
"UA","12/30/2022","2337","N14120","BOS","13:05","13:27","336","314","22"
"UA","12/30/2022","2341","N13248","BOS","10:45","10:56","339","330","11"
"UA","12/30/2022","2356","N462UA","AUS","16:35","17:43","212","202","68"
"UA","12/30/2022","2366","N454UA","LAS","22:35","22:39","98","98","4"
"UA","12/30/2022","2368","N62849","DEN","12:55","13:00","157","141","5"
"UA","12/30/2022","2377","N78438","DEN","06:34","06:34","159","139","0"
"UA","12/30/2022","2380","N78013","HNL","10:55","10:56","338","330","1"
"UA","12/30/2022","2384","N76526","CLE","23:01","23:24","283","258","23"
"UA","12/30/2022","2396","N27520","BNA","11:06","11:40","261","277","34"
"UA","12/30/2022","2412","N895UA","DFW","10:30","11:07","217","204","37"
"UA","12/30/2022","2419","N784UA","EWR","12:00","11:58","319","365","-2"
"UA","12/30/2022","2423","N2341U","EWR","23:50","00:06","311","301","16"
"UA","12/30/2022","2426","N77867","DEN","05:00","05:17","154","138","17"
"UA","12/30/2022","2447","N849UA","EUG","10:40","10:48","103","91","8"
"UA","12/30/2022","2451","N47505","IAH","09:08","09:16","235","222","8"
"UA","12/30/2022","2458","N438UA","LAS","16:50","17:13","99","95","23"
"UA","12/30/2022","2464","N78511","LAX","10:35","20:01","95","85","566"
"UA","12/30/2022","2481","N76288","LAX","13:30","13:34","95","79","4"
"UA","12/30/2022","2482","N37523","FLL","22:40","23:32","329","318","52"
"UA","12/30/2022","2484","N206UA","MCO","09:00","09:31","309","306","31"
"UA","12/30/2022","2600","N37523","MIA","08:25","08:22","333","330","-3"
"UA","12/30/2022","2602","N890UA","PDX","16:55","17:42","114","106","47"
"UA","12/30/2022","2612","N47517","SEA","12:43","12:45","138","132","2"
"UA","12/30/2022","2617","N480UA","LAX","08:25","08:56","101","72","31"
"UA","12/30/2022","2626","N37516","IAD","16:52","17:54","302","284","62"
"UA","12/30/2022","2628","N877UA","PSP","08:35","08:29","102","88","-6"
"UA","12/30/2022","2630","N33294","PHL","23:04","23:25","323","301","21"
"UA","12/30/2022","2640","N57868","ORD","10:36","10:39","259","258","3"
"UA","12/30/2022","2641","N76288","SAN","18:45","19:41","98","84","56"
"UA","12/30/2022","2644","N67812","RDU","09:10","09:16","310","298","6"
"UA","12/30/2022","2655","N37507","MSY","10:35","13:18","245","228","163"
"UA","12/30/2022","2656","N67812","SAN","22:35","22:55","101","89","20"
"UA","12/30/2022","2678","N78511","LAS","13:09","14:55","100","78","106"
"UA","12/30/2022","2680","N489UA","SNA","13:25","13:39","96","86","14"
"UA","12/30/2022","2682","N880UA","BUR","10:45","10:48","84","120","3"
"UA","12/31/2022","0221","N27520","MCO","23:08","00:15","315","311","67"
"UA","12/31/2022","0300","N781UA","HNL","13:10","16:19","336","314","189"
"UA","12/31/2022","0353","N401UA","RNO","22:35","23:29","68","0","54"
"UA","12/31/2022","0372","N490UA","PHX","16:40","18:31","123","106","111"
"UA","12/31/2022","0436","N77544","BWI","22:59","23:25","312","292","26"
"UA","12/31/2022","0447","N27520","SEA","16:25","16:41","142","122","16"
"UA","12/31/2022","0451","N62849","ORD","14:10","14:53","255","232","43"
"UA","12/31/2022","0476","N773UA","ORD","23:55","00:51","246","232","56"
"UA","12/31/2022","0487","N37516","IAD","10:50","11:37","304","322","47"
"UA","12/31/2022","0505","N219UA","IAH","23:55","02:23","222","0","148"
"UA","12/31/2022","0568","N27274","DEN","11:20","12:12","160","172","52"
"UA","12/31/2022","0583","N69838","IAH","05:15","05:13","233","208","-2"
"UA","12/31/2022","0611","N36272","SBA","10:35","11:07","75","60","32"
"UA","12/31/2022","0693","N458UA","ABQ","11:20","16:50","148","129","330"
"UA","12/31/2022","0694","N37474","KOA","10:35","12:12","341","345","97"
"UA","12/31/2022","0733","N77542","DEN","20:24","20:21","154","141","-3"
"UA","12/31/2022","0753","N76533","ATL","10:50","15:11","282","271","261"
"UA","12/31/2022","0762","N27539","IAH","11:02","11:39","235","267","37"
"UA","12/31/2022","0793","N78511","ORD","08:30","10:01","264","239","91"
"UA","12/31/2022","0912","N37542","HNL","07:00","07:01","345","344","1"
"UA","12/31/2022","1041","N816UA","SAN","08:25","08:25","103","82","0"
"UA","12/31/2022","1111","N77520","LIH","08:33","08:32","361","344","-1"
"UA","12/31/2022","1115","N33294","BUR","16:10","16:41","80","75","31"
"UA","12/31/2022","1167","N824UA","MSP","09:10","09:07","220","201","-3"
"UA","12/31/2022","1175","N2644U","HNL","09:15","10:52","338","329","97"
"UA","12/31/2022","1179","N439UA","MCI","23:55","00:18","207","188","23"
"UA","12/31/2022","1186","N458UA","OMA","23:45","23:44","200","185","-1"
"UA","12/31/2022","1200","N824UA","SAT","23:45","23:48","210","195","3"
"UA","12/31/2022","1204","N464UA","PIT","22:35","23:00","287","270","25"
"UA","12/31/2022","1248","N75861","ORD","06:30","06:28","257","284","-2"
"UA","12/31/2022","1273","N76508","OGG","11:20","12:23","348","331","63"
"UA","12/31/2022","1411","N78003","EWR","07:00","08:13","314","298","73"
"UA","12/31/2022","1428","N13113","EWR","14:40","18:35","333","297","235"
"UA","12/31/2022","1435","N68811","IAH","14:44","15:34","230","210","50"
"UA","12/31/2022","1442","N2639U","EWR","08:30","09:10","320","305","40"
"UA","12/31/2022","1509","N779UA","HNL","16:40","17:13","338","334","33"
"UA","12/31/2022","1581","N36472","HNL","18:55","19:30","349","324","35"
"UA","12/31/2022","1594","N837UA","SNA","16:42","16:49","93","83","7"
"UA","12/31/2022","1665","N27539","BOS","22:50","22:53","337","305","3"
"UA","12/31/2022","1684","N77536","LIH","18:50","18:42","354","341","-8"
"UA","12/31/2022","1721","N771UA","KOA","09:05","14:27","331","347","322"
"UA","12/31/2022","1723","N211UA","KOA","16:45","16:57","329","321","12"
"UA","12/31/2022","1745","N37537","IAH","12:55","14:28","234","208","93"
"UA","12/31/2022","1749","N776UA","OGG","16:59","17:32","332","323","33"
"UA","12/31/2022","1770","N4888U","CMH","22:40","01:37","276","265","177"
"UA","12/31/2022","1823","N47512","DEN","16:10","16:19","150","138","9"
"UA","12/31/2022","1825","N69826","DFW","13:25","14:36","214","187","71"
"UA","12/31/2022","1826","N769UA","DEN","08:40","08:50","156","138","10"
"UA","12/31/2022","1852","N780UA","OGG","09:05","09:17","331","321","12"
"UA","12/31/2022","1893","N78448","IND","22:59","23:06","257","230","7"
"UA","12/31/2022","1914","N780UA","ORD","22:55","23:11","248","223","16"
"UA","12/31/2022","1927","N69885","ORD","05:15","05:10","262","244","-5"
"UA","12/31/2022","1942","N39423","PDX","10:45","14:23","118","101","218"
"UA","12/31/2022","1947","N37510","ORD","18:13","18:28","254","223","15"
"UA","12/31/2022","1954","N13248","DCA","08:47","08:43","311","284","-4"
"UA","12/31/2022","1986","N78509","SEA","08:25","08:26","147","138","1"
"UA","12/31/2022","1997","N416UA","AUS","10:35","10:47","213","203","12"
"UA","12/31/2022","2002","N27903","IAD","13:00","15:06","292","261","126"
"UA","12/31/2022","2005","N897UA","BZN","09:10","09:20","142","134","10"
"UA","12/31/2022","2011","N69847","IAH","00:29","00:45","224","203","16"
"UA","12/31/2022","2027","N837UA","PHX","10:32","10:58","124","98","26"
"UA","12/31/2022","2032","N2352U","IAD","08:30","08:38","295","275","8"
"UA","12/31/2022","2037","N17126","TPA","09:10","09:10","308","285","0"
"UA","12/31/2022","2097","N12010","EWR","21:00","21:26","311","289","26"
"UA","12/31/2022","2102","N37542","TPA","22:50","22:48","306","318","-2"
"UA","12/31/2022","2187","N14107","BOS","08:25","09:10","337","351","45"
"UA","12/31/2022","2247","N17126","IAD","22:35","23:50","307","296","75"
"UA","12/31/2022","2296","N66841","IAH","07:47","07:57","233","206","10"
"UA","12/31/2022","2319","N12114","EWR","10:45","13:05","334","326","140"
"UA","12/31/2022","2327","N11206","AUS","23:59","01:00","209","194","61"
"UA","12/31/2022","2329","N17529","LAS","08:47","08:53","102","76","6"
"UA","12/31/2022","2337","N29124","BOS","12:55","14:39","336","324","104"
"UA","12/31/2022","2341","N33103","BOS","10:45","11:24","339","367","39"
"UA","12/31/2022","2366","N481UA","LAS","22:35","23:17","98","91","42"
"UA","12/31/2022","2368","N37523","DEN","12:55","14:07","157","135","72"
"UA","12/31/2022","2377","N76504","DEN","06:34","06:39","159","151","5"
"UA","12/31/2022","2380","N76010","HNL","10:55","11:16","338","338","21"
"UA","12/31/2022","2384","N33294","CLE","23:01","23:00","283","261","-1"
"UA","12/31/2022","2396","N409UA","BNA","10:35","11:02","264","242","27"
"UA","12/31/2022","2412","N492UA","DFW","10:30","10:47","217","192","17"
"UA","12/31/2022","2419","N204UA","EWR","12:00","14:03","319","299","123"
"UA","12/31/2022","2423","N206UA","EWR","23:50","01:06","311","291","76"
"UA","12/31/2022","2426","N74856","DEN","05:00","04:58","154","134","-2"
"UA","12/31/2022","2447","N833UA","EUG","10:41","11:18","103","105","37"
"UA","12/31/2022","2451","N47505","IAH","09:08","09:10","235","208","2"
"UA","12/31/2022","2458","N68842","LAS","17:35","17:58","99","84","23"
"UA","12/31/2022","2464","N37540","LAX","10:35","10:56","93","85","21"
"UA","12/31/2022","2481","N47533","LAX","13:25","15:12","95","122","107"
"UA","12/31/2022","2482","N27526","FLL","22:53","23:04","329","306","11"
"UA","12/31/2022","2484","N206UA","MCO","09:00","09:18","309","309","18"
"UA","12/31/2022","2600","N77544","MIA","08:37","09:16","333","319","39"
"UA","12/31/2022","2602","N897UA","PDX","16:55","17:23","114","104","28"
"UA","12/31/2022","2612","N67501","SEA","12:43","14:25","138","119","102"
"UA","12/31/2022","2617","N463UA","LAX","09:30","09:51","101","86","21"
"UA","12/31/2022","2626","N37470","IAD","16:52","17:07","302","278","15"
"UA","12/31/2022","2628","N892UA","PSP","08:35","08:35","102","0","0"
"UA","12/31/2022","2630","N67812","PHL","23:04","23:30","323","299","26"
"UA","12/31/2022","2640","N57863","ORD","10:36","10:54","259","231","18"
"UA","12/31/2022","2644","N67812","RDU","09:35","09:39","305","298","4"
"UA","12/31/2022","2655","N469UA","MSY","08:43","09:01","259","229","18"
"UA","12/31/2022","2656","N843UA","SAN","22:35","22:48","101","83","13"
"UA","12/31/2022","2680","N816UA","SNA","13:40","14:36","96","102","56"
"UA","12/31/2022","2682","N803UA","BUR","10:45","11:12","84","0","27"

 SOURCE: Bureau of Transportation Statistics
